"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"Canal St (J,N,Q,R,W,Z,6)","Grand Central-42 St (S,4,5,6,7)","623","610","POINT (-74.00058 40.718701)","POINT (-73.977359 40.751992)","34.91442"
"Kew Gardens-Union Tpke (E,F)","Kings Hwy (F)","259","250","POINT (-73.831008 40.714441)","POINT (-73.972361 40.603217)","0.85435"
"Morris Park (5)","Spring St (6)","446","409","POINT (-73.860495 40.854364)","POINT (-73.997141 40.722301)","3.09522"
"Church Av (B,Q)","Classon Av (G)","44","290","POINT (-73.962982 40.650527)","POINT (-73.96007 40.688873)","0.623"
"121 St (J,Z)","Bowling Green (4,5)","80","414","POINT (-73.828294 40.700492)","POINT (-74.014065 40.704817)","0.61235"
"Cypress Av (6)","Jackson Av (2,5)","375","433","POINT (-73.914042 40.805368)","POINT (-73.907807 40.81649)","0.45165"
"59 St-Columbus Circle (A,B,C,D,1)","50 St (1)","614","316","POINT (-73.981833 40.768272)","POINT (-73.983849 40.761728)","11.95896"
"90 St-Elmhurst Av (7)","New Utrecht Av (N)/62 St (D)","452","615","POINT (-73.876613 40.748408)","POINT (-73.996624 40.625657)","0.35746"
"Buhre Av (6)","7 Av (F,G)","361","240","POINT (-73.832569 40.84681)","POINT (-73.980305 40.666271)","0.3052"
"Longwood Av (6)","Avenue J (Q)","372","49","POINT (-73.896435 40.816104)","POINT (-73.960803 40.625039)","0.29835"
"Grant Av (A)","Hewes St (M,J)","189","100","POINT (-73.86505 40.677044)","POINT (-73.953431 40.70687)","0.40203333333"
"Fort Hamilton Pkwy (N)","Kingston Av (3)","72","344","POINT (-74.005351 40.631386)","POINT (-73.942161 40.669399)","0.6864"
"Astoria-Ditmars Blvd (N,W)","Canarsie-Rockaway Pkwy (L)","1","138","POINT (-73.912034 40.775036)","POINT (-73.90185 40.646654)","0.5661"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","79 St (D)","611","65","POINT (-73.987581 40.755746)","POINT (-74.00061 40.613501)","1.039825"
"Wall St (2,3)","Coney Island-Stillwell Av (D,F,N,Q)","333","58","POINT (-74.0091 40.706821)","POINT (-73.981233 40.577422)","0.85"
"4 Av (F,G)/9 St (R)","Marcy Av (M,J,Z)","608","101","POINT (-73.989041 40.670559)","POINT (-73.957757 40.708359)","0.79193333333"
"46 St (M,R)","Nevins St (2,3,4,5)","270","337","POINT (-73.913333 40.756312)","POINT (-73.980492 40.688246)","0.46313333333"
"71 St (D)","Prospect Av (R)","64","30","POINT (-73.998864 40.619589)","POINT (-73.992872 40.665414)","1.80985"
"23 St (1)","5 Av/59 St (N,R,W)","320","8","POINT (-73.995657 40.744081)","POINT (-73.973347 40.764811)","1.2223"
"Canarsie-Rockaway Pkwy (L)","Chauncey St (J,Z)","138","93","POINT (-73.90185 40.646654)","POINT (-73.910456 40.682893)","1.31518"
"Cathedral Pkwy (110 St) (1)","Houston St (1)","308","324","POINT (-73.966847 40.803967)","POINT (-74.005367 40.728251)","4.67252"
"157 St (1)","Junction Blvd (7)","303","451","POINT (-73.94489 40.834041)","POINT (-73.869527 40.749145)","0.87275"
"30 Av (N,W)","3 Av-149 St (2,5)","3","434","POINT (-73.921479 40.766779)","POINT (-73.917757 40.816109)","1.4133"
"Gun Hill Rd (5)","Marble Hill-225 St (1)","444","296","POINT (-73.846384 40.869526)","POINT (-73.909831 40.874561)","0.2912"
"Steinway St (M,R)","116 St (C,B)","271","154","POINT (-73.92074 40.756879)","POINT (-73.954882 40.805085)","0.7056"
"Flatbush Av-Brooklyn College (2,5)","Myrtle-Wyckoff Avs (L,M)","359","630","POINT (-73.947642 40.632836)","POINT (-73.911986 40.699622)","1.06623333333"
"96 St (C,B)","18 St (1)","157","321","POINT (-73.964696 40.791642)","POINT (-73.997871 40.74104)","0.945875"
"Parkchester (6)","Van Cortlandt Park-242 St (1)","366","293","POINT (-73.860816 40.833226)","POINT (-73.898583 40.889248)","0.6133"
"Rector St (1)","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","329","619","POINT (-74.013783 40.707513)","POINT (-73.995432 40.725606)","1.681875"
"18 Av (N)","116 St-Columbia University (1)","74","307","POINT (-73.990414 40.620671)","POINT (-73.96411 40.807722)","0.90946"
"Wall St (2,3)","145 St (3)","333","437","POINT (-74.0091 40.706821)","POINT (-73.936245 40.820421)","0.536875"
"135 St (C,B)","5 Av/53 St (E,M)","152","276","POINT (-73.947649 40.817894)","POINT (-73.975224 40.760167)","1.55094"
"Elder Av (6)","Broadway (N,W)","369","4","POINT (-73.879159 40.828584)","POINT (-73.925508 40.76182)","0.630725"
"Van Siclen Av (J,Z)","23 St (6)","90","405","POINT (-73.891688 40.678024)","POINT (-73.986599 40.739864)","1.13275"
"72 St (1,2,3)","50 St (1)","313","316","POINT (-73.98197 40.778453)","POINT (-73.983849 40.761728)","70.34654"
"Marcy Av (M,J,Z)","170 St (4)","101","387","POINT (-73.957757 40.708359)","POINT (-73.917791 40.840075)","0.28285"
"Avenue U (Q)","Cathedral Pkwy (110 St) (C,B)","52","155","POINT (-73.955929 40.5993)","POINT (-73.958161 40.800603)","1.39045"
"23 St (F,M)","E 180 St (2,5)","228","426","POINT (-73.992821 40.742878)","POINT (-73.873488 40.841894)","0.3035"
"Woodhaven Blvd (J,Z)","125 St (2,3)","83","439","POINT (-73.851576 40.693879)","POINT (-73.945495 40.807754)","0.30575"
"233 St (2,5)","23 St (C,E)","418","165","POINT (-73.857473 40.893193)","POINT (-73.998041 40.745906)","0.45554"
"Kosciuszko St (J)","23 St (6)","96","405","POINT (-73.928814 40.693342)","POINT (-73.986599 40.739864)","3.97186"
"86 St (Q)","Elmhurst Av (M,R)","476","266","POINT (-73.951787 40.777891)","POINT (-73.882017 40.742454)","1.1257"
"City Hall (R,W)","34 St-Penn Station (A,C,E)","20","164","POINT (-74.006978 40.713282)","POINT (-73.993391 40.752287)","0.696125"
"Beach 36 St (A)","3 Av (L)","207","118","POINT (-73.768175 40.595398)","POINT (-73.986122 40.732849)","0.53585"
"103 St (6)","Grand St (L)","395","123","POINT (-73.947478 40.7906)","POINT (-73.94067 40.711926)","0.4413"
"15 St-Prospect Park (F,G)","Clinton-Washington Avs (C)","241","177","POINT (-73.979493 40.660365)","POINT (-73.965838 40.683263)","0.43415"
"34 St-Herald Sq (B,D,F,M,N,Q,R,W)","23 St (C,E)","607","165","POINT (-73.987887 40.749643)","POINT (-73.998041 40.745906)","3.4042"
"34 St-Penn Station (A,C,E)","86 St (R)","164","38","POINT (-73.993391 40.752287)","POINT (-74.028398 40.622687)","1.00315"
"Canal St (J,N,Q,R,W,Z,6)","Delancey St (F)/Essex St (J,M,Z)","623","625","POINT (-74.00058 40.718701)","POINT (-73.987776 40.718463)","5.3211"
"30 Av (N,W)","28 St (1)","3","319","POINT (-73.921479 40.766779)","POINT (-73.993365 40.747215)","2.27662"
"Fordham Rd (4)","14 St (A,C,E)/8 Av (L)","382","618","POINT (-73.901034 40.862803)","POINT (-74.002134 40.740335)","1.99064"
"Burke Av (2,5)","Westchester Sq-E Tremont Av (6)","422","363","POINT (-73.867164 40.871356)","POINT (-73.842952 40.839892)","0.319"
"14 St (F,M,1,2,3)/6 Av (L)","28 St (R,W)","601","13","POINT (-73.997732 40.737796)","POINT (-73.988691 40.745494)","2.03044"
"Broadway (G)","79 St (D)","286","65","POINT (-73.950308 40.706092)","POINT (-74.00061 40.613501)","0.3025"
"157 St (1)","Christopher St-Sheridan Sq (1)","303","323","POINT (-73.94489 40.834041)","POINT (-74.002906 40.733422)","3.13436"
"South Ferry (1)/Whitehall St (R,W)","Lafayette Av (C)","635","176","POINT (-74.013329 40.702578)","POINT (-73.973946 40.686113)","0.51183333333"
"Houston St (1)","Intervale Av (2,5)","324","431","POINT (-74.005367 40.728251)","POINT (-73.896736 40.822181)","0.3902"
"Halsey St (L)","225 St (2,5)","129","419","POINT (-73.904084 40.695602)","POINT (-73.860341 40.888022)","0.28775"
"155 St (B,D)","21 St (G)","220","282","POINT (-73.938209 40.830135)","POINT (-73.949724 40.744065)","0.3085"
"Norwood-205 St (D)","Bedford Av (L)","210","120","POINT (-73.878855 40.874811)","POINT (-73.956872 40.717304)","0.4341"
"3 Av-149 St (2,5)","Cleveland St (J)","434","89","POINT (-73.917757 40.816109)","POINT (-73.884639 40.679947)","1.2918"
"Norwood-205 St (D)","Vernon Blvd-Jackson Av (7)","210","464","POINT (-73.878855 40.874811)","POINT (-73.953581 40.742626)","0.68343333333"
"Bergen St (F,G)","Marcy Av (M,J,Z)","236","101","POINT (-73.990862 40.686145)","POINT (-73.957757 40.708359)","0.9672"
"Knickerbocker Av (M)","5 Av/53 St (E,M)","113","276","POINT (-73.919711 40.698664)","POINT (-73.975224 40.760167)","3.122575"
"9 Av (D)","34 St-Penn Station (A,C,E)","59","164","POINT (-73.994324 40.646292)","POINT (-73.993391 40.752287)","4.60592"
"Crescent St (J,Z)","Harlem-148 St (3)","87","436","POINT (-73.873785 40.683194)","POINT (-73.93647 40.82388)","0.3022"
"Grant Av (A)","Court St (R)/Borough Hall (2,3,4,5)","189","620","POINT (-73.86505 40.677044)","POINT (-73.990642 40.693241)","1.84456"
"Pelham Bay Park (6)","Nereid Av (2,5)","360","417","POINT (-73.828121 40.852462)","POINT (-73.854376 40.898379)","0.3281"
"Montrose Av (L)","Queens Plaza (E,M,R)","124","273","POINT (-73.93985 40.707739)","POINT (-73.937243 40.748973)","0.2752"
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","14 St-Union Sq (L,N,Q,R,W,4,5,6)","617","602","POINT (-73.977789 40.684162)","POINT (-73.990416 40.735066)","70.7599"
"Montrose Av (L)","Carroll St (F,G)","124","237","POINT (-73.93985 40.707739)","POINT (-73.995048 40.680303)","1.430825"
"East 105 St (L)","Cleveland St (J)","137","89","POINT (-73.899485 40.650573)","POINT (-73.884639 40.679947)","1.42606666667"
"66 St-Lincoln Center (1)","Dyckman St (A)","314","144","POINT (-73.982209 40.77344)","POINT (-73.927271 40.865491)","0.687125"
"28 St (R,W)","Utica Av (A,C)","13","181","POINT (-73.988691 40.745494)","POINT (-73.930729 40.679364)","0.3005"
"Bryant Pk (B,D,F,M)/5 Av (7)","Rector St (R,W)","609","22","POINT (-73.983266 40.754022)","POINT (-74.013342 40.70722)","0.9529"
"Central Park North (110 St) (2,3)","Hunters Point Av (7)","441","463","POINT (-73.951822 40.799075)","POINT (-73.948916 40.742216)","1.27823333333"
"Van Siclen Av (3)","55 St (D)","351","62","POINT (-73.889395 40.665449)","POINT (-73.995476 40.631435)","0.2925"
"Avenue X (F)","Hoyt-Schermerhorn Sts (A,C,G)","252","175","POINT (-73.97425 40.58962)","POINT (-73.985001 40.688484)","0.3043"
"Franklin Av (2,3,4,5)/Botanic Garden (S)","Hoyt St (2,3)","626","336","POINT (-73.958688 40.670513)","POINT (-73.985065 40.690545)","14.51384"
"Cypress Av (6)","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","375","616","POINT (-73.914042 40.805368)","POINT (-73.891366 40.746746)","0.47775"
"231 St (1)","Gates Av (J,Z)","295","95","POINT (-73.904834 40.878856)","POINT (-73.92227 40.68963)","0.301"
"2 Av (F)","Brook Av (6)","232","376","POINT (-73.989938 40.723402)","POINT (-73.91924 40.807566)","0.327"
"Halsey St (L)","Chauncey St (J,Z)","129","93","POINT (-73.904084 40.695602)","POINT (-73.910456 40.682893)","0.8309"
"167 St (4)","Cypress Av (6)","388","375","POINT (-73.9214 40.835537)","POINT (-73.914042 40.805368)","0.71254"
"67 Av (M,R)","190 St (A)","262","145","POINT (-73.852719 40.726523)","POINT (-73.93418 40.859022)","0.3013"
"Delancey St (F)/Essex St (J,M,Z)","8 St-NYU (R,W)","625","16","POINT (-73.987776 40.718463)","POINT (-73.992629 40.730328)","1.91335"
"Hunters Point Av (7)","86 St (1)","463","311","POINT (-73.948916 40.742216)","POINT (-73.976218 40.788644)","1.12466666667"
"157 St (1)","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","303","617","POINT (-73.94489 40.834041)","POINT (-73.977789 40.684162)","0.995"
"Prospect Av (R)","14 St-Union Sq (L,N,Q,R,W,4,5,6)","30","602","POINT (-73.992872 40.665414)","POINT (-73.990416 40.735066)","15.9867"
"57 St-7 Av (N,Q,R,W)","103 St-Corona Plaza (7)","9","450","POINT (-73.980658 40.764664)","POINT (-73.8627 40.749865)","0.83092"
"Steinway St (M,R)","3 Av (L)","271","118","POINT (-73.92074 40.756879)","POINT (-73.986122 40.732849)","0.42115"
"Flushing Av (M,J)","5 Av/59 St (N,R,W)","98","8","POINT (-73.941126 40.70026)","POINT (-73.973347 40.764811)","0.5193"
"Crown Hts-Utica Av (3,4)","Ozone Park-Lefferts Blvd (A)","345","195","POINT (-73.932942 40.668897)","POINT (-73.825798 40.685951)","0.904"
"Chauncey St (J,Z)","111 St (A)","93","194","POINT (-73.910456 40.682893)","POINT (-73.832163 40.684331)","0.4385"
"25 Av (D)","Jay St-MetroTech (A,C,F,R)","69","636","POINT (-73.986829 40.597704)","POINT (-73.986642 40.692259)","6.2781"
"69 St (7)","Kosciuszko St (J)","455","96","POINT (-73.896403 40.746325)","POINT (-73.928814 40.693342)","0.2995"
"85 St-Forest Pkwy (J)","Canarsie-Rockaway Pkwy (L)","84","138","POINT (-73.86001 40.692435)","POINT (-73.90185 40.646654)","1.13764"
"Gates Av (J,Z)","Halsey St (L)","95","129","POINT (-73.92227 40.68963)","POINT (-73.904084 40.695602)","0.5238"
"20 Av (D)","72 St (C,B)","67","160","POINT (-73.998168 40.604556)","POINT (-73.97641 40.775594)","1.58316666667"
"Neck Rd (Q)","Wilson Av (L)","53","130","POINT (-73.955161 40.595246)","POINT (-73.904046 40.688764)","0.5953"
"Avenue U (F)","Ralph Av (C)","251","182","POINT (-73.973357 40.596063)","POINT (-73.920786 40.678822)","0.28723333333"
"Grant Av (A)","111 St (A)","189","194","POINT (-73.86505 40.677044)","POINT (-73.832163 40.684331)","0.86364"
"Central Av (M)","181 St (1)","114","301","POINT (-73.927397 40.697857)","POINT (-73.933596 40.849505)","0.2885"
"63 Dr-Rego Park (M,R)","36 Av (N,W)","263","5","POINT (-73.861604 40.729846)","POINT (-73.929575 40.756804)","1.535575"
"Canal St (J,N,Q,R,W,Z,6)","75 Av (E,F)","623","260","POINT (-74.00058 40.718701)","POINT (-73.837324 40.718331)","0.47325"
"45 St (R)","155 St (B,D)","33","220","POINT (-74.010006 40.648939)","POINT (-73.938209 40.830135)","0.3158"
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","174-175 Sts (B,D)","616","216","POINT (-73.891366 40.746746)","POINT (-73.910136 40.8459)","0.95075"
"103 St (1)","Longwood Av (6)","309","372","POINT (-73.968379 40.799446)","POINT (-73.896435 40.816104)","0.6025"
"Grand Av-Newtown (M,R)","Forest Av (M)","265","110","POINT (-73.877223 40.737015)","POINT (-73.903077 40.704423)","0.72965"
"215 St (1)","36 St (M,R)","297","272","POINT (-73.915279 40.869444)","POINT (-73.928781 40.752039)","0.2745"
"Castle Hill Av (6)","Parkside Av (Q)","365","43","POINT (-73.851222 40.834255)","POINT (-73.961495 40.655292)","0.76135"
"Newkirk Av-Little Haiti (2,5)","Fort Hamilton Pkwy (D)","358","60","POINT (-73.948411 40.639967)","POINT (-73.994304 40.640914)","0.32675"
"111 St (J)","176 St (4)","81","385","POINT (-73.836345 40.697418)","POINT (-73.911794 40.84848)","0.2945"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","Hoyt St (2,3)","602","336","POINT (-73.990416 40.735066)","POINT (-73.985065 40.690545)","1.40843333333"
"New Utrecht Av (N)/62 St (D)","50 St (D)","615","61","POINT (-73.996624 40.625657)","POINT (-73.994791 40.63626)","4.859175"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","Seneca Av (M)","622","111","POINT (-74.003766 40.713154)","POINT (-73.90774 40.702762)","0.31435"
"33 St-Rawson St (7)","65 St (M,R)","460","268","POINT (-73.930997 40.744587)","POINT (-73.898453 40.749669)","1.0175"
"Graham Av (L)","116 St (6)","122","393","POINT (-73.944053 40.714565)","POINT (-73.941617 40.798629)","0.90945"
"Bedford-Nostrand Avs (G)","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","289","616","POINT (-73.953522 40.689627)","POINT (-73.891366 40.746746)","2.31438"
"Ocean Pkwy (Q)","Kew Gardens-Union Tpke (E,F)","56","259","POINT (-73.968501 40.576312)","POINT (-73.831008 40.714441)","0.47525"
"Beach 90 St (A,S)","Westchester Sq-E Tremont Av (6)","200","363","POINT (-73.813641 40.588034)","POINT (-73.842952 40.839892)","0.298"
"Church Av (B,Q)","Kings Hwy (F)","44","250","POINT (-73.962982 40.650527)","POINT (-73.972361 40.603217)","0.743375"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","Kingsbridge Rd (4)","602","381","POINT (-73.990416 40.735066)","POINT (-73.897174 40.86776)","3.89902"
"Prospect Park (B,Q,S)","77 St (R)","42","37","POINT (-73.962246 40.661614)","POINT (-74.02551 40.629742)","0.59925"
"Bergen St (F,G)","Avenue X (F)","236","252","POINT (-73.990862 40.686145)","POINT (-73.97425 40.58962)","0.414"
"1 Av (L)","96 St (C,B)","119","157","POINT (-73.981628 40.730953)","POINT (-73.964696 40.791642)","1.213825"
"Jamaica-179 St (F)","Lexington Av/63 St (F,Q)","254","223","POINT (-73.783817 40.712646)","POINT (-73.966113 40.764629)","68.00616"
"Bushwick Av-Aberdeen St (L)","DeKalb Av (B,Q,R)","131","26","POINT (-73.905249 40.682829)","POINT (-73.981824 40.690635)","0.28263333333"
"Avenue U (F)","168 St (A,C,1)","251","605","POINT (-73.973357 40.596063)","POINT (-73.939847 40.840638)","0.45925"
"Avenue U (F)","Canal St (J,N,Q,R,W,Z,6)","251","623","POINT (-73.973357 40.596063)","POINT (-74.00058 40.718701)","1.59794"
"Crescent St (J,Z)","57 St-7 Av (N,Q,R,W)","87","9","POINT (-73.873785 40.683194)","POINT (-73.980658 40.764664)","1.906625"
"190 St (A)","Court St (R)/Borough Hall (2,3,4,5)","145","620","POINT (-73.93418 40.859022)","POINT (-73.990642 40.693241)","1.1195"
"Fort Hamilton Pkwy (F,G)","Lafayette Av (C)","242","176","POINT (-73.975776 40.650782)","POINT (-73.973946 40.686113)","0.85983333333"
"174 St (2,5)","149 St-Grand Concourse (2,4,5)","428","603","POINT (-73.887734 40.837288)","POINT (-73.927034 40.818393)","10.37766"
"Astor Pl (6)","145 St (1)","407","304","POINT (-73.99107 40.730054)","POINT (-73.95036 40.826551)","0.284"
"111 St (A)","Hunts Point Av (6)","194","371","POINT (-73.832163 40.684331)","POINT (-73.890549 40.820948)","0.2837"
"Astor Pl (6)","Avenue J (Q)","407","49","POINT (-73.99107 40.730054)","POINT (-73.960803 40.625039)","0.31025"
"Bay 50 St (D)","Vernon Blvd-Jackson Av (7)","70","464","POINT (-73.983765 40.588841)","POINT (-73.953581 40.742626)","0.8837"
"39 Av-Dutch Kills (N,W)","34 St-Penn Station (1,2,3)","6","318","POINT (-73.932755 40.752882)","POINT (-73.991057 40.750373)","0.284825"
"225 St (2,5)","Gun Hill Rd (2,5)","419","421","POINT (-73.860341 40.888022)","POINT (-73.866256 40.87785)","6.8051"
"Lafayette Av (C)","182-183 Sts (B,D)","176","214","POINT (-73.973946 40.686113)","POINT (-73.900741 40.856093)","0.29725"
"Flushing Av (G)","20 Av (N)","287","75","POINT (-73.950234 40.700377)","POINT (-73.985026 40.61741)","0.299"
"28 St (1)","96 St (Q)","319","475","POINT (-73.993365 40.747215)","POINT (-73.947152 40.784318)","1.00452"
"Saratoga Av (3)","110 St (6)","347","394","POINT (-73.916327 40.661453)","POINT (-73.94425 40.79502)","0.8131"
"Woodlawn (4)","96 St (Q)","378","475","POINT (-73.878751 40.886037)","POINT (-73.947152 40.784318)","1.05366666667"
"Baychester Av (5)","Intervale Av (2,5)","443","431","POINT (-73.838591 40.878663)","POINT (-73.896736 40.822181)","2.09764"
"Avenue U (F)","86 St (4,5,6)","251","397","POINT (-73.973357 40.596063)","POINT (-73.955589 40.779492)","0.606"
"Hunters Point Av (7)","Eastern Pkwy-Brooklyn Museum (2,3)","463","341","POINT (-73.948916 40.742216)","POINT (-73.964375 40.671987)","0.4515"
"71 St (D)","14 St (A,C,E)/8 Av (L)","64","618","POINT (-73.998864 40.619589)","POINT (-74.002134 40.740335)","4.7156"
"Eastchester-Dyre Av (5)","86 St (4,5,6)","442","397","POINT (-73.830834 40.8883)","POINT (-73.955589 40.779492)","14.22926"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","75 Av (E,F)","602","260","POINT (-73.990416 40.735066)","POINT (-73.837324 40.718331)","0.8826"
"25 St (R)","96 St (1,2,3)","31","310","POINT (-73.998091 40.660397)","POINT (-73.972323 40.793919)","0.49016666667"
"125 St (4,5,6)","Cortelyou Rd (Q)","392","46","POINT (-73.937594 40.804138)","POINT (-73.963891 40.640927)","0.325"
"86 St (R)","Bay Ridge-95 St (R)","38","39","POINT (-74.028398 40.622687)","POINT (-74.030876 40.616622)","0.2725"
"Seneca Av (M)","Halsey St (L)","111","129","POINT (-73.90774 40.702762)","POINT (-73.904084 40.695602)","0.589"
"Sutphin Blvd (F)","Jamaica-179 St (F)","257","254","POINT (-73.810708 40.70546)","POINT (-73.783817 40.712646)","6.1924"
"68 St-Hunter College (6)","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","399","611","POINT (-73.96387 40.768141)","POINT (-73.987581 40.755746)","7.74022"
"Grand St (L)","Spring St (C,E)","123","168","POINT (-73.94067 40.711926)","POINT (-74.003739 40.726227)","2.0132"
"145 St (A,C,B,D)","14 St-Union Sq (L,N,Q,R,W,4,5,6)","151","602","POINT (-73.944216 40.824783)","POINT (-73.990416 40.735066)","16.2025"
